song_id,stream_year,stream_month,stream_id,song,username
SJOBS,2012,AUGUST,SOLCUUR12A8C140084,Twist and Shout,ecatlette2i
2M0B2,2012,NOVEMBER,SOJPNVG12A6D4FACFC,Sense And Trick,wfinnie1m
1DP6M,2010,JUNE,SOZCWKW12A8C13C124,Make Me Over,hnorthfield1p
78TKQ,2017,MAY,SOMBVRT12AB0181F49,Next Time,kburtonwood1o
233OV,2001,AUGUST,SOCXKTK12A8C13E6BA,Spooks In Space,kmacgebenay1t
2LTE7,2006,JUNE,SOHOLRN12AB0179E6D,Do You Finally Need A Friend,ahatt20
2LTE7,2021,JUNE,SOABNGV12AC960A047,Do You Finally Need A Friend,edemattia1z
WS3R8,2007,OCTOBER,SOOPWJR12A8C139502,You Rascal You,ienriquesp
5P8JY,2002,JULY,SODOBSS12AC9072A5E,Medicate Myself,lhaysom9
5C74A,2022,NOVEMBER,SOFGXIF12A670215E4,Crazy Mixed Up World,idanzigb
VZB4O,2014,MAY,SOBBFWL12A8C140087,I Can't Stop Loving You,cbarfitt0
OUOJT,2010,JUNE,SOUKZLZ12A6D4F869D,Nashville Parthenon,laddis1k
5C74A,2018,JULY,SOSBJFI12A58A791C9,Crazy Mixed Up World,ccoventon2
MDNTE,2000,SEPTEMBER,SOHBCCE12AB0183009,Caricia Y Herida,chazart3
DP90J,2008,JANUARY,SOJAYZL12AB01817AF,Juoksuhauta-twist (El juoksuhaudoissa),cpalatino29
MG9B6,2017,JANUARY,SOKFEUT12A6D4FC34C,Human Being,cgrelkat
23KLG,2001,JULY,SOBRWML12AB017FB53,Insatiable (Instrumental Version),fscougal2l
UQ18C,2013,MARCH,SOIVHVW12AB01849A1,Drunk Alone,bcatley1u
8K7JY,2014,JULY,SOCZFXN12AB017D7AD,Sympathy,swaymont1d
XQ5HB,2004,OCTOBER,SOAJFUR12A8C13C9CD,The Vitalized Shell,wfirbanks1g
43G57,2014,AUGUST,SOAZQTG12AB0183237,Grim Prospects (Version 2 Remix),ksciacovelli16
1HDLU,2019,JULY,SOWYXUZ12A6D4FA2AC,Laws Patrolling (Album Version),bjeal2m
C5SA9,2016,JUNE,SOYJNHO12AB01856DC,Glory Be,zpracy1c
3XOKT,2008,APRIL,SONOKKL12A8AE496C3,Silent Hill,jstiles1q
RRRZ5,2017,NOVEMBER,SOAMYXR12A8C13A8AF,Movement 4 [from Kiss] (Album Version),gkrystofg
78TKQ,2011,JANUARY,SOCCUQS12AB017DB87,Next Time,jlehrmann2c
AV18H,2008,AUGUST,SONICOR12A8C141F52,Deep Sea Creature,skeelinl
V6S0U,2000,JANUARY,SOOBDVS12AB0188EA4,Wake,bfarriar27
629U6,2022,FEBRUARY,SOSRAMK12AB018814F,I Will Love Again (JJ's Club Radio),cfarmiloey
RRRZ5,2013,SEPTEMBER,SOPHSDJ12AB018A970,Movement 4 [from Kiss] (Album Version),dkilalea19
7HVX3,2010,AUGUST,SOBVEIP12A8C13AB94,Waiting,gkrystofg
5FHVB,2003,JANUARY,SOUXANT12A6D4FB048,Jogo Limpo,afiveash1i
QARJI,2021,OCTOBER,SOJRTDB12CF582662D,Blue Taxi,kmacgebenay1t
OUOJT,2014,JANUARY,SOZGBWV12A8C137BE5,Nashville Parthenon,sbum13
C2NEA,2000,NOVEMBER,SOFZLZC12AB017BEDE,In This Life,bebbitt1r
8SEI2,2013,JULY,SODXQLP12AB01867F0,How Can You Call That Beautiful (Stewkey Vocal),pmcgarrie5
ZCJ31,2001,JANUARY,SONIPXL12AC4688938,Choro,ahavelin1v
EKNQ2,2021,JULY,SOOHPYN12A67020C87,Monde De Fou,chazart3
B47VB,2011,FEBRUARY,SOBOJIH12AB0183BB3,I'm Gone This Time,hdenecamp2f
D3EY3,2003,SEPTEMBER,SOCLJZX12AB0182CA4,Openbare Weg,skeelinl
8SEI2,2009,MARCH,SOCQWMC12A8C1429D1,How Can You Call That Beautiful (Stewkey Vocal),ahatt20
0X7DH,2019,FEBRUARY,SOFZXEV12A8C13A407,Indian Love Call,rdelcastello2b
43HQW,2015,JULY,SORJHOX12A8AE48899,James (Hold The Ladder Steady),lbittlestone12
PW6VO,2014,SEPTEMBER,SOUQJMW12A8C134DF4,Gossippo Perpetuo,rdelcastello2b
XG8M1,2021,JULY,SOLVPVO12A58A7B5F4,Something Girls,kmatheson1h
43G57,2011,NOVEMBER,SOBPIUW12AB01818FB,Grim Prospects (Version 2 Remix),dmacoureks
2JZ1U,2005,APRIL,SOAUMHT12AB01839D0,We're Gonna Go Fishin'',swaymont1d
6UV82,2006,NOVEMBER,SONSUTY12A6D4FA57D,They Say (Album),groeby10
VLV2E,2014,APRIL,SOBVMGA12AB018B0C5,Three Is a Crowd,eelcoate
451YI,2012,JANUARY,SONTXFB12A8C145C15,Complicate It,abrayshayr
DRVAZ,2008,APRIL,SOYDOBA12A8C1384F9,Burning In The Aftermath,jfinkle2j
N9ZA0,2000,DECEMBER,SOPAWON12AAF3B2D3F,Tous Les Garçons Et Les Filles,ggibbyv
2U8VN,2017,MARCH,SOGACRX12A8AE48009,The Frail,jfinkle2j
PW6VO,2003,FEBRUARY,SOPDRUR12AB0182EC1,Gossippo Perpetuo,gkrystofg
W3OGE,2010,NOVEMBER,SOFVBVJ12A8C1404EB,Sudanese Dance,cglentworth23
MUH9O,2006,MAY,SOPVVJD12A58A7CA8D,Hanging On (Medium Key Performance Track Without Background Vocals),kmatheson1h
0M4MH,2021,JANUARY,SOKPQJW12A58A777CA,Niev nietch nievitch,ztsar2h
D3EY3,2009,AUGUST,SOYJMPE12A6D4F4BB6,Openbare Weg,ecatlette2i
2LTE7,2000,MAY,SOJZBCP12A67ADA093,Do You Finally Need A Friend,npeschmann1x
Q589T,2014,FEBRUARY,SORTJEP12A58A7B7EA,Stone Cold Fingers (Bonus Track),uharroway2e
J8OJY,2004,JULY,SOHGILP12A8C132080,Christlike Roche,ahatt20
04LKM,2008,SEPTEMBER,SOZQVRR12A8C1353A2,Spanish Grease,lliellq
0GI7Q,2020,AUGUST,SOTIBYV12A8C135CF7,Driving Home For Christmas,emartinson1e
QARJI,2001,DECEMBER,SODYGKH12AB0181F88,Blue Taxi,idanzigb
IFAU9,2009,JULY,SOOQDTX12A6701F09A,A'chek Ouyounik (2009 Digital Remaster),lbeavon1w
AV18H,2002,MARCH,SOYDZAD12A67020BDB,Deep Sea Creature,wfirbanks1g
LYLJB,2010,SEPTEMBER,SOBPMUL12AB0180FF4,Bulgarian Dream,ienriquesp
TPBNN,2010,NOVEMBER,SOVURGF12AB01885E1,Too Much Saturn,hwoolner1f
LYLJB,2020,DECEMBER,SOOLDQM12A8C1405AB,Bulgarian Dream,ahatt20
0M4MH,2007,JULY,SOKJUBL12A8C13760D,Niev nietch nievitch,chazart3
S5IN3,2001,DECEMBER,SOUDOMR12AB017F3DC,I Want You (Forever),sbum13
IFAU9,2012,FEBRUARY,SOGBXYT12A8C1443DB,A'chek Ouyounik (2009 Digital Remaster),eelcoate
XRUC9,2008,JANUARY,SOGCCFL12AB0185B8C,Amor De Cabaret,ggibbyv
03F92,2021,NOVEMBER,SOCKRAI12A81C20385,La Culpa,lbeavon1w
FAPPT,2009,JANUARY,SOUEHCD12AB0188F80,Sohna Nee Sohna Data,ggibbyv
VZB4O,2013,OCTOBER,SOJTILF12A8C134ED7,I Can't Stop Loving You,afiveash1i
WC3OP,2005,OCTOBER,SOJBTHL12A6D4F7409,2190 Dias Contigo,wfinnie1m
W3OGE,2005,NOVEMBER,SOBXWEZ12A8C141D7C,Sudanese Dance,kburtonwood1o
TMSTR,2008,JANUARY,SOTBDLI12AC468A8AF,The Emperor Falls,cbarfitt0
S5IN3,2001,NOVEMBER,SOBUBQH12AB017DC39,I Want You (Forever),ccoventon2
2D0PG,2021,DECEMBER,SOQXGVE12CF5F86D20,Face the Ashes,skeelinl
DP90J,2015,APRIL,SOABFNB12AB0180FAA,Juoksuhauta-twist (El juoksuhaudoissa),cwerndly2p
DWL1P,2001,OCTOBER,SOBHFZM12AB0183A71,Mafu,kmacgebenay1t
WGIFK,2021,APRIL,SOHZXUO12A6D4FBD73,Stream,npeschmann1x
6XY15,2021,JULY,SOGHXZH12A8C1388B9,Kolomeyke,cfarmiloey
DHPUE,2000,NOVEMBER,SOFZBND12AB0182D9A,Biding Her Time,bnoquet1n
B4R5V,2008,DECEMBER,SOFLVQE12AB017F886,Made Like This (Live),cfarmiloey
WC3OP,2007,JANUARY,SOAPOVV12AB018CFC8,2190 Dias Contigo,amacgovern2q
PFJSC,2016,JANUARY,SOMUFQB12A81C22FA9,The Moon And I (Ordinary Day Album Version),kmatheson1h
0M4MH,2014,DECEMBER,SOYEFZY12A8C1333DA,Niev nietch nievitch,dtoftx
0DZ45,2015,AUGUST,SOHGGKC12A8C130BE4,End Of The Road (Head Horny's Remix),uharroway2e
629U6,2013,SEPTEMBER,SOFNEXF12A8AE464D0,I Will Love Again (JJ's Club Radio),groeby10
C2NEA,2016,JUNE,SOTEGPD12A8C135FB7,In This Life,abraidford4
F2IC1,2009,APRIL,SOZPOFB12AAF3B252D,Everything Changes,dgerran2d
1HDLU,2013,MAY,SOHTWIB12A8AE46192,Laws Patrolling (Album Version),cwardesworth28
O0H3W,2004,FEBRUARY,SOZDDQG12AB018386C,Barking Dogs (From Piouhgd),iberecloth1b
MG9B6,2003,NOVEMBER,SOGZZEA12AB0182864,Human Being,nlatus17
A16GS,2018,JULY,SOJBYED12A6D4FBE81,Didn't Mean To,cfarmiloey
7WNWB,2008,DECEMBER,SOWAIUP12AB017F90A,Synthetic Dream,bnoquet1n
MANJW,2018,MARCH,SOBLOGP12A8C13F779,Tonight Will Be Alright,gcarmont2r
1U4ON,2010,JANUARY,SOCWMGG12A8C1332B2,Going Down Slow,ienriquesp
MO6YC,2021,OCTOBER,SOIXLCH12A8C139DA9,Crossfire,cgrelkat
34YKC,2021,DECEMBER,SOFFUNS12A8C13BDD1,Panama (Remastered Album Version),bfarriar27
6MIVV,2007,AUGUST,SOXHQKT12AB01847E8,Let's Get It Started,nlatus17
SD6L9,2019,MAY,SOQLLXY12A8C1420C1,Sweet By And By,cwerndly2p
0M4MH,2022,MARCH,SOOHZIM12A67ADDB09,Niev nietch nievitch,vfursland26
18RC9,2022,SEPTEMBER,SOVCNIE12A8C133D51,This Melody (Live),laddis1k
DENWW,2021,FEBRUARY,SOVKXYA12AB0188679,Festa,kmatheson1h
87AR8,2006,AUGUST,SOYVJPV12AB0183576,WKYA (drop),jfinkle2j
GUHV4,2001,FEBRUARY,SOXPCET12AB018D580,Setting Fire to Sleeping Giants,wfirbanks1g
MANJW,2019,FEBRUARY,SOLNXKA12A67ADA350,Tonight Will Be Alright,abrayshayr
NRJ5Z,2017,SEPTEMBER,SOBLXLK12A6D4F746E,The Urgency (LP Version),spalfriew
Y9A3Z,2009,JUNE,SOOMAFU12A6D4FACEA,The More I See You,afiveash1i
OOPDZ,2015,AUGUST,SOFJOVY12A8AE45ABB,High Tide,abrayshayr
629U6,2005,NOVEMBER,SOJMUAU12A67ADBD12,I Will Love Again (JJ's Club Radio),lbittlestone12
HCOUL,2008,AUGUST,SOVKTXA12A6D4FAC36,Christmas In Jamaica,sbum13
6ZAIQ,2000,OCTOBER,SOUZUPV12A6701E56D,Simon's Folly,bsorel2k
QIYSL,2018,JULY,SOLBMXO12AB017D553,Drop of Rain,dpignen
VLV2E,2002,SEPTEMBER,SOQXTLG12A6D4FA3E8,Three Is a Crowd,skeelinl
IIU73,2015,JULY,SOLHGND12AB0189E22,Snapshot,cbarfitt0
V6S0U,2007,NOVEMBER,SONIISO12A8C134DA8,Wake,gcarmont2r
MG9B6,2005,JANUARY,SOCPDTZ12AB01884CB,Human Being,hdepero6
24I1L,2015,MAY,SOYQDEB12A6D4F8FB4,Relax,jfinkle2j
6MIVV,2021,MAY,SOQRFEQ12AB017BB66,Let's Get It Started,zdayleya
MANJW,2017,SEPTEMBER,SOTFFLU12A679AE5C4,Tonight Will Be Alright,gcarmont2r
K1769,2006,NOVEMBER,SORPYHC12A6D4F9F58,Snowball,ggibbyv
0GI7Q,2002,SEPTEMBER,SONVCGW12A81C23489,Driving Home For Christmas,slanegran8
RIW6W,2022,JANUARY,SOKPBHZ12AB0181931,Terslintu,cfarmiloey
TMSTR,2004,FEBRUARY,SOKRLDX12A8C140A0F,The Emperor Falls,kburtonwood1o
34R2B,2009,JANUARY,SOFCPRQ12A8AE483D1,It's My Party,zpracy1c
F2IC1,2002,AUGUST,SOZBKLM12A58A78692,Everything Changes,abraidford4
R2Y6B,2021,FEBRUARY,SOBOKGJ12A8C132819,¿Dónde va Chichi?,kburtonwood1o
C5SA9,2020,AUGUST,SOEORDW12A6D4FB045,Glory Be,cwerndly2p
YRFQR,2020,APRIL,SOZZFUI12A8C133D6D,I Can't Be Satisfied,mstoopc
X0WX0,2005,MAY,SOBNMQD12A8C134323,Hell,bcatley1u
T5CR5,2010,AUGUST,SOSBDCE12A6D4FA0B6,Dixie,sjosland22
APPKL,2021,JULY,SOPHTXQ12A6D4FCE59,Letter To Heaven,ascowcroft1a
RRRZ5,2014,MARCH,SORXHUD12AB0186030,Movement 4 [from Kiss] (Album Version),lhaysom9
ONIBI,2010,JANUARY,SOXWMCM12A81C219D4,Hourglass,abraidford4
RIW6W,2002,JANUARY,SOBPVNW12A8C135CB5,Terslintu,sbum13
DDJ7Y,2014,APRIL,SOHJFQF12A58A77855,It Makes No Difference Now,lliellq
9UBLP,2006,JULY,SONOBCB12A8C1397B9,OUTE ENA EFHARISTO,gcarmont2r
24I1L,2012,APRIL,SOXXWCR12A58A7D4FA,Relax,vfursland26
IIU73,2021,APRIL,SONBQII12A8AE46C07,Snapshot,ecatlette2i
K1769,2017,JULY,SOFDLKQ12AB018601E,Snowball,mlabordak
S5IN3,2004,APRIL,SOLFWDJ12A6D4F9CEB,I Want You (Forever),hdepero6
PYN4E,2000,DECEMBER,SONLCEB12A8C144355,Johnny Loves Me (LP Version),cheliot1s
H7W3W,2021,JANUARY,SOYMACN12A6D4F8AC1,Where The Thunder Roars (Tales Of Wonder Album Version),dmelsomd
PW6VO,2010,MAY,SOTRGEN12AB018BE16,Gossippo Perpetuo,rdelcastello2b
0SG0H,2015,FEBRUARY,SOSDRZY12A58A7D3F2,Amalgama,gswinden2a
ERICV,2011,OCTOBER,SOWZRAI12AB0186840,Taryns Deepest Fear,slanegran8
CSX4M,2011,JANUARY,SOYEFJG12A58A7B690,Certain Things We Do,ccoventon2
VA2RU,2015,JULY,SOHVJJW12A81C2104F,Fire (Oscar G Space Vocal Mix),fscougal2l
RZ0RX,2014,DECEMBER,SOTXXBT12A6D4F6B25,Robbers Kill Cop,ldunbavini
ZGXQA,2018,FEBRUARY,SOSNLRT12A6D4FC150,Groovin' In The Midnight,amacgovern2q
0X7DH,2017,SEPTEMBER,SOMYGCE12A8C134338,Indian Love Call,gswinden2a
2M0B2,2005,OCTOBER,SOATMXI12AB017DA64,Sense And Trick,uharroway2e
BEJUS,2008,AUGUST,SOFQRSV12A8C1358A9,No Control,zpracy1c
H7W3W,2005,AUGUST,SOMDCSV12A6D4FCC4E,Where The Thunder Roars (Tales Of Wonder Album Version),apickard18
Q589T,2010,AUGUST,SODFVLR12AB0182A73,Stone Cold Fingers (Bonus Track),ccoventon2
BEJUS,2007,OCTOBER,SORGLWU12AB0182E5B,No Control,bnoquet1n
50DKO,2000,JULY,SOPPTXH12A8C1409BC,Para Milladoiro,uharroway2e
0SG0H,2001,NOVEMBER,SOVWGIY12AB01837EC,Amalgama,swaymont1d
UMXWN,2019,FEBRUARY,SORZNEP12CF54662E7,Mozart,bsorel2k
26TU2,2018,SEPTEMBER,SOXDIWY12A8C13AD20,White Feather,crubberts25
50DKO,2009,DECEMBER,SOVSBWN12A813557F9,Para Milladoiro,dmacoureks
6ZAIQ,2000,JULY,SOCXVHG12AB0181FAA,Simon's Folly,afiveash1i
1U4ON,2002,JANUARY,SONXPQC12AB0189A32,Going Down Slow,fmcaw7
ZDZL0,2005,NOVEMBER,SOHOQSB12A8C13B61B,Human Cannonball,aabelovitz1
NCS9S,2022,DECEMBER,SOIQBJF12AB018B897,Broken-Down Merry-Go-Round,staffeej
0X7DH,2022,JUNE,SOULCSR12A58A7AAB7,Indian Love Call,skeelinl
9UBLP,2006,SEPTEMBER,SOVSJCE12A6701E0D9,OUTE ENA EFHARISTO,cwardesworth28
87AR8,2019,SEPTEMBER,SOVWDSK12AB01840B8,WKYA (drop),laddis1k
0DZ45,2000,SEPTEMBER,SOGJBGB12AB017C75C,End Of The Road (Head Horny's Remix),bnoquet1n
UAH0Q,2022,JANUARY,SOKVLLZ12AB0184370,Soul Deep,abrayshayr
YGWPN,2021,OCTOBER,SOFEMZZ12AB01886A8,Born and Raised In Compton,sdeblasiism
WGIFK,2016,DECEMBER,SOGUDRH12AB0189A45,Stream,abrayshayr
PW6VO,2010,MAY,SORUQQG12A8C135A68,Gossippo Perpetuo,fmcaw7
6UV82,2020,SEPTEMBER,SONSRYI12AC468E503,They Say (Album),wshellibeer1l
YVTP7,2016,MARCH,SOHQYKY12AB017A589,Deform (live),abrayshayr
VLV2E,2007,JANUARY,SOKPHRH12A8C13C0FC,Three Is a Crowd,dmacoureks
N03XH,2011,SEPTEMBER,SOJZZTX12A58A7CF75,Now's The Time To Fall In Love,slanegran8
43HQW,2001,OCTOBER,SOPXVOR12AB017E16B,James (Hold The Ladder Steady),dkilalea19
CRU9S,2017,OCTOBER,SOMNPJX12AB0183CCC,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),dmacoureks
8XNC3,2001,NOVEMBER,SOZOEYP12AB0188C9D,Cocain Ducks,mstoopc
VFOGO,2017,APRIL,SOQRSPD12A8C133A86,Young Boy Blues,fmcaw7
I28II,2001,AUGUST,SOGAOHJ12AB018660F,Inside Job,csnelling2g
7WNWB,2016,JANUARY,SOQOPZX12A58A7E761,Synthetic Dream,ksciacovelli16
ZCJ31,2020,MARCH,SOTJWZO12AB0185329,Choro,jlehrmann2c
WC3OP,2021,OCTOBER,SOQNKLO12A8C13EDA9,2190 Dias Contigo,nskillen24
MUH9O,2001,APRIL,SOGFWQD12A6D4F6811,Hanging On (Medium Key Performance Track Without Background Vocals),castles2n
O7JKN,2003,FEBRUARY,SOSFTJL12A6701DEAD,Lend Me Your Chopper,vburburough21
LYLJB,2000,JULY,SOVZRSW12A8C141AFC,Bulgarian Dream,chazart3
49SFO,2017,JULY,SOYYIGJ12AC90756DE,7 Miles,bcatley1u
QS7P6,2006,APRIL,SORTGDS12A8C143188,Antifragile,cglentworth23
B4R5V,2008,OCTOBER,SOUMDHA12A6701DEB7,Made Like This (Live),sbum13
C0HAJ,2004,MARCH,SOCHFNU12A6D4FAE15,Brasas Vivas,castles2n
RIW6W,2002,FEBRUARY,SONDSXU12AB0182E33,Terslintu,npeschmann1x
DWL1P,2012,APRIL,SOJTZQO12AC960DB2A,Mafu,hnorthfield1p
43G57,2003,OCTOBER,SOLXZLR12AB018459D,Grim Prospects (Version 2 Remix),ggibbyv
ZDZL0,2020,MARCH,SOHYYEY12AB0185DAD,Human Cannonball,sbum13
YVTP7,2022,JANUARY,SOMFBRG12A6D4F9014,Deform (live),cwerndly2p
NH39Q,2007,OCTOBER,SOFEIMT12AB0186BE2,Grim Prospects (Gross Prospects - Bad Trip Remix),fscougal2l
29S59,2014,JULY,SOFEETM12A8C13D151,Dearly Beloved,crobison1j
MUH9O,2020,FEBRUARY,SOAZWHG12AB01861BA,Hanging On (Medium Key Performance Track Without Background Vocals),amacgovern2q
HBPDM,2014,FEBRUARY,SOEXCSV12A8C13D4EE,On Bended Knee,ggibbyv
C0HAJ,2013,JUNE,SORXSAJ12A6D4F92BA,Brasas Vivas,dkilalea19
DHPUE,2010,NOVEMBER,SOJEUFH12A8C1360BB,Biding Her Time,abrayshayr
PFJSC,2014,SEPTEMBER,SOGPBPK12A8C134ECD,The Moon And I (Ordinary Day Album Version),eelcoate
DDJ7Y,2022,OCTOBER,SOYUAZX12A8C144E42,It Makes No Difference Now,chazart3
0X7DH,2000,MARCH,SOWMEYR12AB0182279,Indian Love Call,staffeej
B47VB,2010,FEBRUARY,SOLDPSA12AB018DA62,I'm Gone This Time,dpignen
C5SA9,2020,NOVEMBER,SOAOJKH12A6D4FBDC4,Glory Be,cglentworth23
43G57,2015,MARCH,SOKJZNJ12A8C13294B,Grim Prospects (Version 2 Remix),abraidford4
GZS6B,2015,FEBRUARY,SOGHPNQ12AB017E3E2,Kassie Jones,gswinden2a
O0H3W,2019,SEPTEMBER,SODLIMH12A8C141988,Barking Dogs (From Piouhgd),crubberts25
2V5RW,2018,JUNE,SOZBUGT12AAF3B51FF,I See The Boys Of Summer,amacgovern2q
45GZF,2017,JULY,SOPXZIE12AB017C4D4,All Rise,dmelsomd
PFJSC,2005,NOVEMBER,SOIBUYG12AB01892A1,The Moon And I (Ordinary Day Album Version),sdobing1y
P5U1E,2015,MAY,SORKXVV12A8C134C70,Wanna Be A Player,amacgovern2q
BLZUH,2013,OCTOBER,SOQSCFU12A8C13DAC3,Rosemary Recalls,lgoodbarneh
IFAU9,2015,AUGUST,SONTDOE12AAFF4446C,A'chek Ouyounik (2009 Digital Remaster),lcashell2o
2JZ1U,2006,SEPTEMBER,SOSKFIT12A8C14224A,We're Gonna Go Fishin'',staffeej
8RTWW,2004,OCTOBER,SOVFWRR12A58A7C25E,A Distant Voice,zpracy1c
NL577,2002,NOVEMBER,SOUASUS12A81C22D53,Crawl Before You Ball (Album Version),bfarriar27
YKCIO,2010,MAY,SOPBLEO12A8C13DF60,Ma Louise,staffeej
0GI7Q,2004,OCTOBER,SOVNGGG12A8C1391CF,Driving Home For Christmas,jlehrmann2c
N8G14,2008,AUGUST,SOAICRG12AB01864FE,Floating,cwardesworth28
1DP6M,2014,JUNE,SOVJCHE12A8C146318,Make Me Over,hdepero6
IFAU9,2014,NOVEMBER,SOIFGDT12A8C1362DD,A'chek Ouyounik (2009 Digital Remaster),dpignen
J8OJY,2015,JULY,SOFMEPZ12A6D4F7D9A,Christlike Roche,bsorel2k
PIQIP,2010,SEPTEMBER,SOVONGN12A58A791F9,Come Over,spalfriew
KUR66,2000,JUNE,SOFHZHN12AB0180EA6,Lead Me Lord,afiveash1i
9GJN7,2010,MAY,SOUCZWJ12A8C1349FB,Midnight Swim,vburburough21
ZCJ31,2013,APRIL,SOVNHAU12A6D4F79F5,Choro,jfinkle2j
Y9A3Z,2022,APRIL,SOOCKWU12A6D4F7B43,The More I See You,ecatlette2i
MO6YC,2015,MARCH,SOPTWGO12A8C137B0D,Crossfire,staffeej
O6UIO,2012,JANUARY,SOGYYUL12A6D4FB2CB,You Feel Good All Over,zdayleya
2D0PG,2014,MAY,SOMWENG12A8C132D82,Face the Ashes,nbeetleso
NL577,2020,JUNE,SOHZVMY12AC3DF6075,Crawl Before You Ball (Album Version),bjeal2m
7HVX3,2020,JULY,SOQKHXG12A8AE47295,Waiting,kmacgebenay1t
XQ5HB,2021,DECEMBER,SOBVTQI12A6D4F80ED,The Vitalized Shell,srizziz
QIYSL,2001,JUNE,SOOZCDR12AB018B6B6,Drop of Rain,skeelinl
OR5JV,2004,MARCH,SOZMKQQ12A8C142021,I Think My Wife Is Running Around On Me (Taco Hell),crobison1j
PW6VO,2004,AUGUST,SOVDOWL12AC3DF4718,Gossippo Perpetuo,dmacoureks
WSN3I,2008,FEBRUARY,SOASAOQ12A582917AA,Cowboy Ways,hdepero6
OOPDZ,2022,JULY,SOEDPQL12AF72AB07B,High Tide,afiveash1i
C2NEA,2017,NOVEMBER,SOKAWKH12A8C13514C,In This Life,sjosland22
2D0PG,2008,NOVEMBER,SOTSQZD12AB018A979,Face the Ashes,ccoventon2
S5IN3,2022,FEBRUARY,SOORFMU12A8C13C17C,I Want You (Forever),cwerndly2p
6PAPB,2007,SEPTEMBER,SOXOEJL12A58A7B20F,Master Of Disharmony,aabelovitz1
ZQLMP,2008,JULY,SORLXTP12A8C133DDB,Ota kiinni,dkilalea19
VZB4O,2014,JANUARY,SOIOCPL12A58A800EC,I Can't Stop Loving You,ccoventon2
7WNWB,2019,AUGUST,SOFJAJB12A8C139F14,Synthetic Dream,vfursland26
AV18H,2020,MAY,SOACJHA12A58A7C346,Deep Sea Creature,cheliot1s
2D0PG,2016,JANUARY,SOMSOXH12A67ADD011,Face the Ashes,vfursland26
X86YP,2005,DECEMBER,SOHTDBY12A67020981,Angie (1993 Digital Remaster),pmcgarrie5
6MIVV,2016,NOVEMBER,SOUFBXS12A67ADD453,Let's Get It Started,abraidford4
MDNTE,2014,APRIL,SOPFVNF12AB017F32E,Caricia Y Herida,npeschmann1x
DDJ7Y,2020,NOVEMBER,SOREVMS12A58A7B236,It Makes No Difference Now,bstockau15
451YI,2000,MARCH,SOHQAKK12A8C131323,Complicate It,cwerndly2p
QIYSL,2004,APRIL,SOWPPAT12AB017F666,Drop of Rain,cglentworth23
34R2B,2018,JUNE,SOCQVFV12AB01859A2,It's My Party,lhaysom9
7CKHQ,2001,NOVEMBER,SOMDNTQ12A8C13D5FD,President Johnson,lcashell2o
W2W31,2003,MARCH,SOKCWAL12A8C13BA00,Stickin In My Eye,zpracy1c
6XY15,2006,MAY,SOWTTZI12AB017E92B,Kolomeyke,ascowcroft1a
K1769,2003,DECEMBER,SOTMCYN12AB0183054,Snowball,lliellq
BEJUS,2002,DECEMBER,SODDHIO12A8C140FBA,No Control,dgerran2d
2JZ1U,2013,SEPTEMBER,SOQINBV12A8C136A80,We're Gonna Go Fishin'',eallenf
PIQIP,2017,NOVEMBER,SOHAAZA12AC3DFB71C,Come Over,crubberts25
ZCJ31,2005,FEBRUARY,SODMADA12A8C139707,Choro,bfarriar27
NCS9S,2022,JUNE,SOPSDJE12AB0184BC7,Broken-Down Merry-Go-Round,spalfriew
D3EY3,2019,OCTOBER,SOZDFUE12AB018DE6A,Openbare Weg,rdelcastello2b
0M4MH,2009,APRIL,SOUACBM12A6D4F9664,Niev nietch nievitch,emartinson1e
ZDZL0,2004,JULY,SOUBALJ12A8AE46A0B,Human Cannonball,abraidford4
PXG9L,2005,APRIL,SOVBRIV12A8C133996,Caught In A Dream,edemattia1z
5FHVB,2016,JUNE,SOTEMIJ12AB01851E4,Jogo Limpo,cwerndly2p
GUHV4,2016,SEPTEMBER,SOUQVAA12AB018D21C,Setting Fire to Sleeping Giants,amacgovern2q
UQ18C,2022,MAY,SOONLCB12AB0186303,Drunk Alone,lgoodbarneh
XPDQP,2008,APRIL,SONXZLQ12AB018C1E4,(This Is Not A) Love Song (Live),hnorthfield1p
F8PS7,2013,SEPTEMBER,SOPOPBY12AB017CA06,You Can Still Be Free,hdenecamp2f
29S59,2017,JULY,SOZKBLW12A6701D33D,Dearly Beloved,vfursland26
XQ5HB,2021,JANUARY,SOJJAGC12A8C13F710,The Vitalized Shell,nskillen24
2V5RW,2008,MARCH,SOXTPST12A8C137716,I See The Boys Of Summer,dtoftx
9J18R,2007,NOVEMBER,SOYZIJN12A8C142E33,(We Don't Need This) Fascist Groove Thang,ccoventon2
QARJI,2014,SEPTEMBER,SOHRWWQ12AC90727FD,Blue Taxi,spalfriew
P5U1E,2016,MARCH,SOGTEWJ12A8C13ABC5,Wanna Be A Player,kmacgebenay1t
1U4ON,2006,FEBRUARY,SOKRSGZ12A6D4F7EAE,Going Down Slow,ggibbyv
0Q2PJ,2016,APRIL,SOQDSYD12A813582AC,Auguri Cha Cha,abraidford4
7CKHQ,2017,MAY,SOEFLFW12AB018D477,President Johnson,npeschmann1x
DP90J,2005,APRIL,SOKWONZ12A8C13ADFE,Juoksuhauta-twist (El juoksuhaudoissa),skeelinl
